conversation_id,conversation_json,sarcasm,category,sentiment
1520,"[{""speaker"": ""customer"", ""text"": ""my account is locked. What can be done about this?""}, {""speaker"": ""agent"", ""text"": ""Let me investigate this for you right away.""}]",0,product_quality,negative
2836,"[{""speaker"": ""customer"", ""text"": ""There's an issue with I received an empty box. Please assist.""}, {""speaker"": ""agent"", ""text"": ""I'd be happy to help. Let me check your account.""}]",0,delivery_issue,negative
1379,"[{""speaker"": ""customer"", ""text"": ""Lovely! my order hasn't arrived. This is why I shop here.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry for the trouble. Let me fix this for you.""}]",1,technical_support,negative
3961,"[{""speaker"": ""customer"", ""text"": ""helping me track my order exceeded my expectations. Thanks!""}, {""speaker"": ""agent"", ""text"": ""We're so glad! Thank you for choosing us.""}]",0,general_query,positive
1024,"[{""speaker"": ""customer"", ""text"": ""Excellent! the size is incorrect. You've outdone yourselves.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear this. Let me assist you immediately.""}]",1,delivery_issue,negative
4880,"[{""speaker"": ""customer"", ""text"": ""How can I track my shipment?""}, {""speaker"": ""agent"", ""text"": ""Let me review your order details.""}]",0,product_quality,neutral
3690,"[{""speaker"": ""customer"", ""text"": ""fixing the billing error exceeded my expectations. Thanks!""}, {""speaker"": ""agent"", ""text"": ""We're so glad! Thank you for choosing us.""}]",0,delivery_issue,positive
4544,"[{""speaker"": ""customer"", ""text"": ""Can I change my order?""}, {""speaker"": ""agent"", ""text"": ""Let me see what I can do for you.""}]",0,technical_support,neutral
3774,"[{""speaker"": ""customer"", ""text"": ""the professional service was perfect. Thanks!""}, {""speaker"": ""agent"", ""text"": ""Glad we could help! Have a great day.""}]",0,technical_support,positive
3659,"[{""speaker"": ""customer"", ""text"": ""Impressed with resolving my issue. Keep it up!""}, {""speaker"": ""agent"", ""text"": ""Thank you! We strive to provide the best service.""}]",0,technical_support,positive
913,"[{""speaker"": ""customer"", ""text"": ""Lovely! the product description was misleading. This is why I shop here.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry for the trouble. Let me fix this for you.""}]",1,delivery_issue,negative
810,"[{""speaker"": ""customer"", ""text"": ""Perfect timing! the size is incorrect. Couldn't be better.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear that. Let me check your account.""}]",1,technical_support,negative
3444,"[{""speaker"": ""customer"", ""text"": ""processing my refund exceeded my expectations. Thanks!""}, {""speaker"": ""agent"", ""text"": ""We're so glad! Thank you for choosing us.""}]",0,billing,positive
1676,"[{""speaker"": ""customer"", ""text"": ""the discount code doesn't work. What can be done about this?""}, {""speaker"": ""agent"", ""text"": ""Let me investigate this for you right away.""}]",0,billing,negative
1747,"[{""speaker"": ""customer"", ""text"": ""my order hasn't arrived. Could you please fix this?""}, {""speaker"": ""agent"", ""text"": ""Of course. Let me resolve this for you.""}]",0,general_query,negative
979,"[{""speaker"": ""customer"", ""text"": ""Amazing! the product doesn't work. You never disappoint.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please give me a moment.""}]",1,billing,negative
3200,"[{""speaker"": ""customer"", ""text"": ""Excellent service with the customer support. Thank you!""}, {""speaker"": ""agent"", ""text"": ""Thank you for your feedback! We appreciate it.""}]",0,product_quality,positive
2523,"[{""speaker"": ""customer"", ""text"": ""There's an issue with my order was cancelled without notice. Please assist.""}, {""speaker"": ""agent"", ""text"": ""I'd be happy to help. Let me check your account.""}]",0,billing,negative
1737,"[{""speaker"": ""customer"", ""text"": ""There's an issue with my order was delayed again. Please assist.""}, {""speaker"": ""agent"", ""text"": ""I'd be happy to help. Let me check your account.""}]",0,technical_support,negative
1630,"[{""speaker"": ""customer"", ""text"": ""my account is locked. What can be done about this?""}, {""speaker"": ""agent"", ""text"": ""Let me investigate this for you right away.""}]",0,delivery_issue,negative
3246,"[{""speaker"": ""customer"", ""text"": ""resolving my issue was perfect. Thanks!""}, {""speaker"": ""agent"", ""text"": ""Glad we could help! Have a great day.""}]",0,delivery_issue,positive
431,"[{""speaker"": ""customer"", ""text"": ""Fantastic! my payment failed. This is exactly what I paid for.""}, {""speaker"": ""agent"", ""text"": ""I sincerely apologize. Let me resolve this for you.""}]",1,delivery_issue,negative
4023,"[{""speaker"": ""customer"", ""text"": ""Excellent service with the quick response. Thank you!""}, {""speaker"": ""agent"", ""text"": ""Thank you for your feedback! We appreciate it.""}]",0,general_query,positive
1809,"[{""speaker"": ""customer"", ""text"": ""There seems to be the wrong item was delivered. Can you check?""}, {""speaker"": ""agent"", ""text"": ""Certainly. Let me investigate this for you.""}]",0,general_query,negative
3003,"[{""speaker"": ""customer"", ""text"": ""Very satisfied with resolving this quickly. Thank you.""}, {""speaker"": ""agent"", ""text"": ""We appreciate your business! Have a wonderful day.""}]",0,product_quality,positive
2576,"[{""speaker"": ""customer"", ""text"": ""I'm experiencing the delivery address is wrong. Please help.""}, {""speaker"": ""agent"", ""text"": ""I'm here to help. Let me look into this.""}]",0,general_query,negative
4016,"[{""speaker"": ""customer"", ""text"": ""I appreciate resolving my issue. Very helpful.""}, {""speaker"": ""agent"", ""text"": ""We're happy to assist! Is there anything else?""}]",0,delivery_issue,positive
2017,"[{""speaker"": ""customer"", ""text"": ""I'm having trouble with the discount code doesn't work.""}, {""speaker"": ""agent"", ""text"": ""I understand. Let me assist you with that.""}]",0,delivery_issue,negative
5058,"[{""speaker"": ""customer"", ""text"": ""I'd like to update my shipping address.""}, {""speaker"": ""agent"", ""text"": ""I can help you with that.""}]",0,product_quality,neutral
2102,"[{""speaker"": ""customer"", ""text"": ""There's an issue with the discount code doesn't work. Please assist.""}, {""speaker"": ""agent"", ""text"": ""I'd be happy to help. Let me check your account.""}]",0,product_quality,negative
4009,"[{""speaker"": ""customer"", ""text"": ""helping me understand exceeded my expectations. Thanks!""}, {""speaker"": ""agent"", ""text"": ""We're so glad! Thank you for choosing us.""}]",0,product_quality,positive
3117,"[{""speaker"": ""customer"", ""text"": ""the quick response was perfect. Thanks!""}, {""speaker"": ""agent"", ""text"": ""Glad we could help! Have a great day.""}]",0,general_query,positive
2989,"[{""speaker"": ""customer"", ""text"": ""the item is defective. Could you please fix this?""}, {""speaker"": ""agent"", ""text"": ""Of course. Let me resolve this for you.""}]",0,delivery_issue,negative
2941,"[{""speaker"": ""customer"", ""text"": ""the item is out of stock. What can be done about this?""}, {""speaker"": ""agent"", ""text"": ""Let me investigate this for you right away.""}]",0,product_quality,negative
175,"[{""speaker"": ""customer"", ""text"": ""Wow, my package is damaged. You guys are really on top of things.""}, {""speaker"": ""agent"", ""text"": ""I understand your frustration. Let me look into this.""}]",1,general_query,negative
4666,"[{""speaker"": ""customer"", ""text"": ""Do you have this in a different size?""}, {""speaker"": ""agent"", ""text"": ""Let me check our inventory for you.""}]",0,general_query,neutral
4574,"[{""speaker"": ""customer"", ""text"": ""How can I track my shipment?""}, {""speaker"": ""agent"", ""text"": ""Let me review your order details.""}]",0,technical_support,neutral
2088,"[{""speaker"": ""customer"", ""text"": ""There seems to be my package is damaged. Can you check?""}, {""speaker"": ""agent"", ""text"": ""Certainly. Let me investigate this for you.""}]",0,delivery_issue,negative
1753,"[{""speaker"": ""customer"", ""text"": ""the item is out of stock. Could you please fix this?""}, {""speaker"": ""agent"", ""text"": ""Of course. Let me resolve this for you.""}]",0,billing,negative
4863,"[{""speaker"": ""customer"", ""text"": ""Do you have this in a different size?""}, {""speaker"": ""agent"", ""text"": ""Let me check our inventory for you.""}]",0,delivery_issue,neutral
2781,"[{""speaker"": ""customer"", ""text"": ""There's an issue with my order was delayed again. Please assist.""}, {""speaker"": ""agent"", ""text"": ""I'd be happy to help. Let me check your account.""}]",0,product_quality,negative
4913,"[{""speaker"": ""customer"", ""text"": ""Can you tell me about your return policy?""}, {""speaker"": ""agent"", ""text"": ""Of course! Let me explain that for you.""}]",0,general_query,neutral
3103,"[{""speaker"": ""customer"", ""text"": ""Really happy with processing my refund. Well done!""}, {""speaker"": ""agent"", ""text"": ""We're thrilled to hear that! Thank you.""}]",0,billing,positive
218,"[{""speaker"": ""customer"", ""text"": ""Wow, the product doesn't work. You guys are really on top of things.""}, {""speaker"": ""agent"", ""text"": ""I understand your frustration. Let me look into this.""}]",1,delivery_issue,negative
5355,"[{""speaker"": ""customer"", ""text"": ""Do you have this in a different size?""}, {""speaker"": ""agent"", ""text"": ""Let me check our inventory for you.""}]",0,delivery_issue,neutral
1722,"[{""speaker"": ""customer"", ""text"": ""the item is defective. What can be done about this?""}, {""speaker"": ""agent"", ""text"": ""Let me investigate this for you right away.""}]",0,delivery_issue,negative
4296,"[{""speaker"": ""customer"", ""text"": ""Excellent service with the product quality. Thank you!""}, {""speaker"": ""agent"", ""text"": ""Thank you for your feedback! We appreciate it.""}]",0,product_quality,positive
1445,"[{""speaker"": ""customer"", ""text"": ""Wow, my order hasn't arrived. You guys are really on top of things.""}, {""speaker"": ""agent"", ""text"": ""I understand your frustration. Let me look into this.""}]",1,billing,negative
691,"[{""speaker"": ""customer"", ""text"": ""Lovely! my package is damaged. This is why I shop here.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry for the trouble. Let me fix this for you.""}]",1,general_query,negative
1996,"[{""speaker"": ""customer"", ""text"": ""There seems to be the size is incorrect. Can you check?""}, {""speaker"": ""agent"", ""text"": ""Certainly. Let me investigate this for you.""}]",0,general_query,negative
2269,"[{""speaker"": ""customer"", ""text"": ""I have a problem with the product doesn't work. Can you help?""}, {""speaker"": ""agent"", ""text"": ""Of course! Let me look into that for you.""}]",0,billing,negative
3108,"[{""speaker"": ""customer"", ""text"": ""Thank you for processing my refund. Great service!""}, {""speaker"": ""agent"", ""text"": ""You're welcome! We're glad we could help.""}]",0,general_query,positive
2699,"[{""speaker"": ""customer"", ""text"": ""I need help with my order was delayed again.""}, {""speaker"": ""agent"", ""text"": ""I'll help you resolve this. One moment please.""}]",0,technical_support,negative
4893,"[{""speaker"": ""customer"", ""text"": ""When will my order arrive?""}, {""speaker"": ""agent"", ""text"": ""Let me check the delivery estimate for you.""}]",0,product_quality,neutral
1107,"[{""speaker"": ""customer"", ""text"": ""Amazing! the product doesn't work. You never disappoint.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please give me a moment.""}]",1,technical_support,negative
2118,"[{""speaker"": ""customer"", ""text"": ""the wrong item was delivered. I need this resolved please.""}, {""speaker"": ""agent"", ""text"": ""I'll help you with that right away.""}]",0,general_query,negative
819,"[{""speaker"": ""customer"", ""text"": ""Sure, my order hasn't arrived. I absolutely love this.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please allow me a moment.""}]",1,delivery_issue,negative
5346,"[{""speaker"": ""customer"", ""text"": ""Do you have this in a different size?""}, {""speaker"": ""agent"", ""text"": ""Let me check our inventory for you.""}]",0,billing,neutral
1874,"[{""speaker"": ""customer"", ""text"": ""I have a problem with my account is locked. Can you help?""}, {""speaker"": ""agent"", ""text"": ""Of course! Let me look into that for you.""}]",0,general_query,negative
612,"[{""speaker"": ""customer"", ""text"": ""Superb! the product doesn't work. Really impressed with your service.""}, {""speaker"": ""agent"", ""text"": ""I apologize. Let me check what went wrong.""}]",1,general_query,negative
5313,"[{""speaker"": ""customer"", ""text"": ""I'd like to update my shipping address.""}, {""speaker"": ""agent"", ""text"": ""I can help you with that.""}]",0,technical_support,neutral
3922,"[{""speaker"": ""customer"", ""text"": ""Impressed with the product quality. Keep it up!""}, {""speaker"": ""agent"", ""text"": ""Thank you! We strive to provide the best service.""}]",0,billing,positive
1698,"[{""speaker"": ""customer"", ""text"": ""I need help with the product description was misleading.""}, {""speaker"": ""agent"", ""text"": ""I'll help you resolve this. One moment please.""}]",0,billing,negative
2916,"[{""speaker"": ""customer"", ""text"": ""I'm experiencing the shipping cost is too high. Please help.""}, {""speaker"": ""agent"", ""text"": ""I'm here to help. Let me look into this.""}]",0,product_quality,negative
137,"[{""speaker"": ""customer"", ""text"": ""Perfect timing! my account is locked. Couldn't be better.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear that. Let me check your account.""}]",1,product_quality,negative
3150,"[{""speaker"": ""customer"", ""text"": ""Very satisfied with the professional service. Thank you.""}, {""speaker"": ""agent"", ""text"": ""We appreciate your business! Have a wonderful day.""}]",0,delivery_issue,positive
4113,"[{""speaker"": ""customer"", ""text"": ""Great job on the professional service. Much appreciated.""}, {""speaker"": ""agent"", ""text"": ""Thank you! We're here if you need anything else.""}]",0,product_quality,positive
577,"[{""speaker"": ""customer"", ""text"": ""Oh wonderful, the product description was misleading. Best service ever.""}, {""speaker"": ""agent"", ""text"": ""I'm very sorry. Let me investigate this immediately.""}]",1,technical_support,negative
2482,"[{""speaker"": ""customer"", ""text"": ""I received an empty box. I need this resolved please.""}, {""speaker"": ""agent"", ""text"": ""I'll help you with that right away.""}]",0,delivery_issue,negative
2551,"[{""speaker"": ""customer"", ""text"": ""There's an issue with my payment failed. Please assist.""}, {""speaker"": ""agent"", ""text"": ""I'd be happy to help. Let me check your account.""}]",0,general_query,negative
4886,"[{""speaker"": ""customer"", ""text"": ""Can I change my order?""}, {""speaker"": ""agent"", ""text"": ""Let me see what I can do for you.""}]",0,general_query,neutral
1181,"[{""speaker"": ""customer"", ""text"": ""Amazing! my order was delayed again. You never disappoint.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please give me a moment.""}]",1,delivery_issue,negative
4938,"[{""speaker"": ""customer"", ""text"": ""Can I change my order?""}, {""speaker"": ""agent"", ""text"": ""Let me see what I can do for you.""}]",0,product_quality,neutral
889,"[{""speaker"": ""customer"", ""text"": ""Superb! I received an empty box. Really impressed with your service.""}, {""speaker"": ""agent"", ""text"": ""I apologize. Let me check what went wrong.""}]",1,delivery_issue,negative
2174,"[{""speaker"": ""customer"", ""text"": ""I'm having trouble with I was charged twice.""}, {""speaker"": ""agent"", ""text"": ""I understand. Let me assist you with that.""}]",0,general_query,negative
2460,"[{""speaker"": ""customer"", ""text"": ""There seems to be my order was delayed again. Can you check?""}, {""speaker"": ""agent"", ""text"": ""Certainly. Let me investigate this for you.""}]",0,billing,negative
818,"[{""speaker"": ""customer"", ""text"": ""Excellent! the wrong item was delivered. You've outdone yourselves.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear this. Let me assist you immediately.""}]",1,product_quality,negative
3962,"[{""speaker"": ""customer"", ""text"": ""the replacement item exceeded my expectations. Thanks!""}, {""speaker"": ""agent"", ""text"": ""We're so glad! Thank you for choosing us.""}]",0,delivery_issue,positive
4040,"[{""speaker"": ""customer"", ""text"": ""Really happy with the professional service. Well done!""}, {""speaker"": ""agent"", ""text"": ""We're thrilled to hear that! Thank you.""}]",0,billing,positive
3207,"[{""speaker"": ""customer"", ""text"": ""Excellent service with updating my order. Thank you!""}, {""speaker"": ""agent"", ""text"": ""Thank you for your feedback! We appreciate it.""}]",0,delivery_issue,positive
1265,"[{""speaker"": ""customer"", ""text"": ""Perfect timing! the item is defective. Couldn't be better.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear that. Let me check your account.""}]",1,billing,negative
991,"[{""speaker"": ""customer"", ""text"": ""Wow, my order hasn't arrived. You guys are really on top of things.""}, {""speaker"": ""agent"", ""text"": ""I understand your frustration. Let me look into this.""}]",1,billing,negative
2749,"[{""speaker"": ""customer"", ""text"": ""There's an issue with my order hasn't arrived. Please assist.""}, {""speaker"": ""agent"", ""text"": ""I'd be happy to help. Let me check your account.""}]",0,technical_support,negative
1740,"[{""speaker"": ""customer"", ""text"": ""I'm having trouble with the wrong item was delivered.""}, {""speaker"": ""agent"", ""text"": ""I understand. Let me assist you with that.""}]",0,general_query,negative
4403,"[{""speaker"": ""customer"", ""text"": ""Really happy with updating my order. Well done!""}, {""speaker"": ""agent"", ""text"": ""We're thrilled to hear that! Thank you.""}]",0,billing,positive
354,"[{""speaker"": ""customer"", ""text"": ""Oh great, my account is locked. Just what I needed today.""}, {""speaker"": ""agent"", ""text"": ""I apologize for the inconvenience. Let me help you with that.""}]",1,technical_support,negative
4202,"[{""speaker"": ""customer"", ""text"": ""I appreciate the customer support. Very helpful.""}, {""speaker"": ""agent"", ""text"": ""We're happy to assist! Is there anything else?""}]",0,general_query,positive
2092,"[{""speaker"": ""customer"", ""text"": ""my package is damaged. I need this resolved please.""}, {""speaker"": ""agent"", ""text"": ""I'll help you with that right away.""}]",0,technical_support,negative
3685,"[{""speaker"": ""customer"", ""text"": ""I appreciate the fast delivery. Very helpful.""}, {""speaker"": ""agent"", ""text"": ""We're happy to assist! Is there anything else?""}]",0,product_quality,positive
1490,"[{""speaker"": ""customer"", ""text"": ""Superb! my package is damaged. Really impressed with your service.""}, {""speaker"": ""agent"", ""text"": ""I apologize. Let me check what went wrong.""}]",1,technical_support,negative
5016,"[{""speaker"": ""customer"", ""text"": ""When will my order arrive?""}, {""speaker"": ""agent"", ""text"": ""Let me check the delivery estimate for you.""}]",0,general_query,neutral
1229,"[{""speaker"": ""customer"", ""text"": ""Sure, the product doesn't work. I absolutely love this.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please allow me a moment.""}]",1,delivery_issue,negative
2285,"[{""speaker"": ""customer"", ""text"": ""I'm having trouble with my order was cancelled without notice.""}, {""speaker"": ""agent"", ""text"": ""I understand. Let me assist you with that.""}]",0,product_quality,negative
5215,"[{""speaker"": ""customer"", ""text"": ""When will my order arrive?""}, {""speaker"": ""agent"", ""text"": ""Let me check the delivery estimate for you.""}]",0,product_quality,neutral
53,"[{""speaker"": ""customer"", ""text"": ""Amazing! the product arrived broken. You never disappoint.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please give me a moment.""}]",1,billing,negative
2663,"[{""speaker"": ""customer"", ""text"": ""the size is incorrect. I need this resolved please.""}, {""speaker"": ""agent"", ""text"": ""I'll help you with that right away.""}]",0,product_quality,negative
4524,"[{""speaker"": ""customer"", ""text"": ""What payment methods do you accept?""}, {""speaker"": ""agent"", ""text"": ""I'd be happy to explain our payment options.""}]",0,technical_support,neutral
2827,"[{""speaker"": ""customer"", ""text"": ""my refund hasn't been processed. I need this resolved please.""}, {""speaker"": ""agent"", ""text"": ""I'll help you with that right away.""}]",0,billing,negative
5261,"[{""speaker"": ""customer"", ""text"": ""Can I change my order?""}, {""speaker"": ""agent"", ""text"": ""Let me see what I can do for you.""}]",0,billing,neutral
1590,"[{""speaker"": ""customer"", ""text"": ""I need help with my payment failed.""}, {""speaker"": ""agent"", ""text"": ""I'll help you resolve this. One moment please.""}]",0,technical_support,negative
1480,"[{""speaker"": ""customer"", ""text"": ""Perfect timing! the item is defective. Couldn't be better.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear that. Let me check your account.""}]",1,billing,negative
1470,"[{""speaker"": ""customer"", ""text"": ""Superb! the size is incorrect. Really impressed with your service.""}, {""speaker"": ""agent"", ""text"": ""I apologize. Let me check what went wrong.""}]",1,product_quality,negative
2358,"[{""speaker"": ""customer"", ""text"": ""I'm experiencing I received an empty box. Please help.""}, {""speaker"": ""agent"", ""text"": ""I'm here to help. Let me look into this.""}]",0,technical_support,negative
2079,"[{""speaker"": ""customer"", ""text"": ""my package is damaged. I need this resolved please.""}, {""speaker"": ""agent"", ""text"": ""I'll help you with that right away.""}]",0,general_query,negative
2986,"[{""speaker"": ""customer"", ""text"": ""the item is out of stock. What can be done about this?""}, {""speaker"": ""agent"", ""text"": ""Let me investigate this for you right away.""}]",0,billing,negative
5417,"[{""speaker"": ""customer"", ""text"": ""Do you have this in a different size?""}, {""speaker"": ""agent"", ""text"": ""Let me check our inventory for you.""}]",0,general_query,neutral
3555,"[{""speaker"": ""customer"", ""text"": ""I appreciate handling my complaint. Very helpful.""}, {""speaker"": ""agent"", ""text"": ""We're happy to assist! Is there anything else?""}]",0,product_quality,positive
437,"[{""speaker"": ""customer"", ""text"": ""Oh great, my refund hasn't been processed. Just what I needed today.""}, {""speaker"": ""agent"", ""text"": ""I apologize for the inconvenience. Let me help you with that.""}]",1,delivery_issue,negative
4439,"[{""speaker"": ""customer"", ""text"": ""Thank you for handling my complaint. Great service!""}, {""speaker"": ""agent"", ""text"": ""You're welcome! We're glad we could help.""}]",0,delivery_issue,positive
1589,"[{""speaker"": ""customer"", ""text"": ""I'm experiencing my account is locked. Please help.""}, {""speaker"": ""agent"", ""text"": ""I'm here to help. Let me look into this.""}]",0,technical_support,negative
4026,"[{""speaker"": ""customer"", ""text"": ""Very satisfied with the quick response. Thank you.""}, {""speaker"": ""agent"", ""text"": ""We appreciate your business! Have a wonderful day.""}]",0,product_quality,positive
1591,"[{""speaker"": ""customer"", ""text"": ""the product doesn't work. Could you please fix this?""}, {""speaker"": ""agent"", ""text"": ""Of course. Let me resolve this for you.""}]",0,delivery_issue,negative
2764,"[{""speaker"": ""customer"", ""text"": ""I need help with the discount code doesn't work.""}, {""speaker"": ""agent"", ""text"": ""I'll help you resolve this. One moment please.""}]",0,billing,negative
4077,"[{""speaker"": ""customer"", ""text"": ""Very satisfied with the quick response. Thank you.""}, {""speaker"": ""agent"", ""text"": ""We appreciate your business! Have a wonderful day.""}]",0,product_quality,positive
1239,"[{""speaker"": ""customer"", ""text"": ""Brilliant! my order was cancelled without notice. Keep up the great work.""}, {""speaker"": ""agent"", ""text"": ""I apologize for this issue. Let me help you right away.""}]",1,billing,negative
3333,"[{""speaker"": ""customer"", ""text"": ""Excellent service with the quick response. Thank you!""}, {""speaker"": ""agent"", ""text"": ""Thank you for your feedback! We appreciate it.""}]",0,billing,positive
4044,"[{""speaker"": ""customer"", ""text"": ""Great job on processing my refund. Much appreciated.""}, {""speaker"": ""agent"", ""text"": ""Thank you! We're here if you need anything else.""}]",0,technical_support,positive
5078,"[{""speaker"": ""customer"", ""text"": ""What payment methods do you accept?""}, {""speaker"": ""agent"", ""text"": ""I'd be happy to explain our payment options.""}]",0,technical_support,neutral
1498,"[{""speaker"": ""customer"", ""text"": ""Perfect timing! my order was cancelled without notice. Couldn't be better.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear that. Let me check your account.""}]",1,general_query,negative
450,"[{""speaker"": ""customer"", ""text"": ""Excellent! my order hasn't arrived. You've outdone yourselves.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear this. Let me assist you immediately.""}]",1,general_query,negative
4357,"[{""speaker"": ""customer"", ""text"": ""Great job on updating my order. Much appreciated.""}, {""speaker"": ""agent"", ""text"": ""Thank you! We're here if you need anything else.""}]",0,delivery_issue,positive
4031,"[{""speaker"": ""customer"", ""text"": ""Great job on helping me track my order. Much appreciated.""}, {""speaker"": ""agent"", ""text"": ""Thank you! We're here if you need anything else.""}]",0,general_query,positive
2981,"[{""speaker"": ""customer"", ""text"": ""I have a problem with my account is locked. Can you help?""}, {""speaker"": ""agent"", ""text"": ""Of course! Let me look into that for you.""}]",0,billing,negative
1552,"[{""speaker"": ""customer"", ""text"": ""my order was delayed again. What can be done about this?""}, {""speaker"": ""agent"", ""text"": ""Let me investigate this for you right away.""}]",0,technical_support,negative
5416,"[{""speaker"": ""customer"", ""text"": ""Can I change my order?""}, {""speaker"": ""agent"", ""text"": ""Let me see what I can do for you.""}]",0,general_query,neutral
1147,"[{""speaker"": ""customer"", ""text"": ""Sure, the delivery address is wrong. I absolutely love this.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please allow me a moment.""}]",1,product_quality,negative
2093,"[{""speaker"": ""customer"", ""text"": ""my order was cancelled without notice. What can be done about this?""}, {""speaker"": ""agent"", ""text"": ""Let me investigate this for you right away.""}]",0,general_query,negative
1314,"[{""speaker"": ""customer"", ""text"": ""Lovely! the product doesn't work. This is why I shop here.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry for the trouble. Let me fix this for you.""}]",1,product_quality,negative
2016,"[{""speaker"": ""customer"", ""text"": ""I'm having trouble with the size is incorrect.""}, {""speaker"": ""agent"", ""text"": ""I understand. Let me assist you with that.""}]",0,technical_support,negative
3826,"[{""speaker"": ""customer"", ""text"": ""Very satisfied with fixing the billing error. Thank you.""}, {""speaker"": ""agent"", ""text"": ""We appreciate your business! Have a wonderful day.""}]",0,technical_support,positive
2315,"[{""speaker"": ""customer"", ""text"": ""I'm having trouble with the product arrived broken.""}, {""speaker"": ""agent"", ""text"": ""I understand. Let me assist you with that.""}]",0,delivery_issue,negative
2555,"[{""speaker"": ""customer"", ""text"": ""Can you help me with the product arrived broken?""}, {""speaker"": ""agent"", ""text"": ""Absolutely! Let me check that for you.""}]",0,product_quality,negative
3648,"[{""speaker"": ""customer"", ""text"": ""Excellent service with helping me track my order. Thank you!""}, {""speaker"": ""agent"", ""text"": ""Thank you for your feedback! We appreciate it.""}]",0,delivery_issue,positive
4405,"[{""speaker"": ""customer"", ""text"": ""Impressed with handling my complaint. Keep it up!""}, {""speaker"": ""agent"", ""text"": ""Thank you! We strive to provide the best service.""}]",0,product_quality,positive
414,"[{""speaker"": ""customer"", ""text"": ""Oh wonderful, the product doesn't work. Best service ever.""}, {""speaker"": ""agent"", ""text"": ""I'm very sorry. Let me investigate this immediately.""}]",1,product_quality,negative
942,"[{""speaker"": ""customer"", ""text"": ""Brilliant! the discount code doesn't work. Keep up the great work.""}, {""speaker"": ""agent"", ""text"": ""I apologize for this issue. Let me help you right away.""}]",1,technical_support,negative
802,"[{""speaker"": ""customer"", ""text"": ""Lovely! the product doesn't work. This is why I shop here.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry for the trouble. Let me fix this for you.""}]",1,product_quality,negative
3504,"[{""speaker"": ""customer"", ""text"": ""Very satisfied with resolving my issue. Thank you.""}, {""speaker"": ""agent"", ""text"": ""We appreciate your business! Have a wonderful day.""}]",0,billing,positive
257,"[{""speaker"": ""customer"", ""text"": ""Superb! my package is damaged. Really impressed with your service.""}, {""speaker"": ""agent"", ""text"": ""I apologize. Let me check what went wrong.""}]",1,product_quality,negative
5395,"[{""speaker"": ""customer"", ""text"": ""Can I change my order?""}, {""speaker"": ""agent"", ""text"": ""Let me see what I can do for you.""}]",0,technical_support,neutral
648,"[{""speaker"": ""customer"", ""text"": ""Sure, my package is damaged. I absolutely love this.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please allow me a moment.""}]",1,product_quality,negative
1768,"[{""speaker"": ""customer"", ""text"": ""the product description was misleading. I need this resolved please.""}, {""speaker"": ""agent"", ""text"": ""I'll help you with that right away.""}]",0,product_quality,negative
4701,"[{""speaker"": ""customer"", ""text"": ""Do you have this in a different size?""}, {""speaker"": ""agent"", ""text"": ""Let me check our inventory for you.""}]",0,general_query,neutral
4751,"[{""speaker"": ""customer"", ""text"": ""How can I track my shipment?""}, {""speaker"": ""agent"", ""text"": ""Let me review your order details.""}]",0,delivery_issue,neutral
2618,"[{""speaker"": ""customer"", ""text"": ""I'm having trouble with I received an empty box.""}, {""speaker"": ""agent"", ""text"": ""I understand. Let me assist you with that.""}]",0,product_quality,negative
2233,"[{""speaker"": ""customer"", ""text"": ""I need help with my refund hasn't been processed.""}, {""speaker"": ""agent"", ""text"": ""I'll help you resolve this. One moment please.""}]",0,product_quality,negative
25,"[{""speaker"": ""customer"", ""text"": ""Superb! the product doesn't work. Really impressed with your service.""}, {""speaker"": ""agent"", ""text"": ""I apologize. Let me check what went wrong.""}]",1,product_quality,negative
1089,"[{""speaker"": ""customer"", ""text"": ""Excellent! the product arrived broken. You've outdone yourselves.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear this. Let me assist you immediately.""}]",1,technical_support,negative
2411,"[{""speaker"": ""customer"", ""text"": ""There's an issue with my order hasn't arrived. Please assist.""}, {""speaker"": ""agent"", ""text"": ""I'd be happy to help. Let me check your account.""}]",0,delivery_issue,negative
